team,year,Active Players  (76),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
houston-texans,2012,"Nading
Jesse Nading ",DE,"$615,000",-,-,-,-,-,-,-,"$615,000 ",0.49
houston-texans,2012,"Weeks
Jon Weeks ",LS,"$540,000","$63,750",-,-,-,-,-,-,"$603,750 ",0.48
houston-texans,2012,"Posey
DeVier Posey ",WR,"$390,000","$171,023",-,-,-,-,-,-,"$561,023 ",0.45
houston-texans,2012,"Brooks
Brandon Brooks ",G,"$390,000","$154,359",-,-,-,-,-,"($617,436)","$544,359 ",0.44
houston-texans,2012,"James
Bradie James ",LB,"$825,000","$65,000",-,-,-,-,-,"($250,000)","$540,000 ",0.43
houston-texans,2012,"Ruud
Barrett Ruud ",LB,"$825,000",-,-,-,-,-,-,-,"$540,000 ",0.43
houston-texans,2012,"Gardner
Andrew Gardner ",G,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.43
houston-texans,2012,"Yates
T.J. Yates ",QB,"$465,000","$46,250",-,-,-,-,-,-,"$511,250 ",0.41
houston-texans,2012,"Jones
Ben Jones ",C,"$390,000","$120,362",-,-,-,-,-,-,"$510,362 ",0.41
houston-texans,2012,"Martin
Keshawn Martin ",WR,"$390,000","$103,140",-,-,-,-,-,-,"$493,140 ",0.39
houston-texans,2012,"Carmichael
Rashad Carmichael ",DB,"$390,000","$99,272",-,-,-,-,-,-,"$489,272 ",0.39
houston-texans,2012,"Crick
Jared Crick ",DE,"$390,000","$97,875",-,-,-,-,-,-,"$487,875 ",0.39
houston-texans,2012,"Newton
Derek Newton ",T,"$465,000","$15,064",-,-,-,-,-,-,"$480,064 ",0.38
houston-texans,2012,"Braman
Bryan Braman ",LB,"$465,000",$667,-,-,-,-,-,-,"$465,667 ",0.37
houston-texans,2012,"Alexander
Mister Alexander ",LB,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.37
houston-texans,2012,"Clutts
Tyler Clutts ",FB,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.37
houston-texans,2012,"Keo
Shiloh Keo ",DB,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.37
houston-texans,2012,"Bullock
Randy Bullock ",K,"$390,000","$44,527",-,-,-,-,-,-,"$434,527 ",0.35
houston-texans,2012,"Jean
Lestar Jean ",WR,"$390,000","$1,667",-,-,-,-,-,-,"$391,667 ",0.31
houston-texans,2012,"Collins
Cameron Collins ",LB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.31
houston-texans,2012,"Menkin
Nate Menkin ",G,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.31
houston-texans,2012,"Nolan
Troy Nolan ",DB,"$540,000",-,-,-,-,-,-,-,"$371,250 ",0.30
houston-texans,2012,"White
Cody White ",C,"$268,125",-,-,-,-,-,-,-,"$268,125 ",0.21
houston-texans,2012,"McClain
Terrell McClain ",DE,"$465,000",-,-,-,-,-,-,-,"$232,500 ",0.19
houston-texans,2012,"Grimes
Johnathan Grimes ",RB,"$390,000",-,-,-,-,-,-,-,"$195,000 ",0.16
houston-texans,2012,"Beck
John Beck ",QB,"$175,000",-,-,-,-,-,-,-,"$175,000 ",0.14
houston-texans,2012,"Routt
Stanford Routt ",DB,"$825,000",-,-,-,-,-,-,-,"$154,688 ",0.12
houston-texans,2012,"Pleasant
Eddie Pleasant ",DB,"$390,000",-,-,-,-,-,-,-,"$22,942 ",0.02
indianapolis-colts,2012,"Freeney
Dwight Freeney ",LB,"$14,035,000","$2,500,000",-,"$2,500,000",-,-,-,-,"$19,035,000 ",15.91
indianapolis-colts,2012,"Bethea
Antoine Bethea ",DB,"$5,025,000","$1,000,000",-,-,"$200,000",-,-,-,"$6,225,000 ",5.20
indianapolis-colts,2012,"Mathis
Robert Mathis ",LB,"$2,000,000","$3,750,000",-,-,-,-,-,-,"$5,750,000 ",4.81
indianapolis-colts,2012,"Luck
Andrew Luck ",QB,"$390,000","$3,629,636",-,-,-,-,-,"($22,107,998)","$4,019,636 ",3.36
indianapolis-colts,2012,"Vinatieri
Adam Vinatieri ",K,"$2,000,000","$1,200,000",-,-,-,-,-,-,"$3,200,000 ",2.67
indianapolis-colts,2012,"Wayne
Reggie Wayne ",WR,"$1,000,000","$2,166,666",-,-,-,-,-,"($6,500,000)","$3,166,666 ",2.65
indianapolis-colts,2012,"Johnson
Antonio Johnson ",DT,"$1,250,000","$750,000",-,-,-,-,-,-,"$2,000,000 ",1.67
indianapolis-colts,2012,"Satele
Samson Satele ",C,"$700,000","$1,066,667",-,-,-,-,-,-,"$1,866,667 ",1.56
indianapolis-colts,2012,"Castonzo
Anthony Castonzo ",T,"$738,686","$1,079,745",-,-,-,-,-,-,"$1,818,431 ",1.52
indianapolis-colts,2012,"Redding
Cory Redding ",DE,"$825,000","$891,667",-,-,-,-,-,-,"$1,716,667 ",1.43
indianapolis-colts,2012,"Hughes
Jerry Hughes ",DE,"$635,000","$280,000",-,"$776,250",-,-,-,-,"$1,691,250 ",1.41
indianapolis-colts,2012,"Justice
Winston Justice ",T,"$1,500,000",-,-,-,-,-,-,-,"$1,500,000 ",1.25
indianapolis-colts,2012,"McAfee
Pat McAfee ",P,"$1,308,000","$14,500",-,-,-,-,-,-,"$1,322,500 ",1.11
indianapolis-colts,2012,"Zbikowski
Tom Zbikowski ",DB,"$700,000","$391,667",-,-,-,-,-,-,"$1,186,667 ",0.99
indianapolis-colts,2012,"Angerer
Patrick Angerer ",LB,"$540,000","$252,500","$340,000",-,-,-,-,-,"$1,132,500 ",0.95
indianapolis-colts,2012,"McGlynn
Mike McGlynn ",G,"$700,000","$225,000","$200,000",-,-,-,-,-,"$1,125,000 ",0.94
indianapolis-colts,2012,"Fleener
Coby Fleener ",TE,"$390,000","$581,209",-,-,-,-,-,"($3,767,638)","$971,209 ",0.81
indianapolis-colts,2012,"Davis
Vontae Davis ",DB,"$957,500",-,-,-,-,-,-,-,"$957,500 ",0.80
indianapolis-colts,2012,"Ijalana
Benjamin Ijalana ",T,"$558,886","$360,545",-,-,-,-,-,-,"$919,431 ",0.77
indianapolis-colts,2012,"Butler
Darius Butler ",DB,"$770,000",-,-,-,"$25,000",-,-,-,"$795,000 ",0.66
indianapolis-colts,2012,"Powers
Jerraud Powers ",DB,"$615,000","$169,625",-,-,-,-,-,-,"$784,625 ",0.66
indianapolis-colts,2012,"Sharpton
Darryl Sharpton ",LB,"$540,000","$133,735",-,-,-,-,-,-,"$673,735 ",0.56
indianapolis-colts,2012,"Avery
Donnie Avery ",WR,"$615,000","$50,000",-,-,-,-,-,-,"$665,000 ",0.56
indianapolis-colts,2012,"Fokou
Moise Fokou ",LB,"$615,000","$12,438",-,-,-,-,-,-,"$627,438 ",0.52
indianapolis-colts,2012,"Nevis
Drake Nevis ",DE,"$485,000","$137,278",-,-,-,-,-,-,"$622,278 ",0.52
indianapolis-colts,2012,"Westerman
Jamaal Westerman ",LB,"$615,000",-,-,-,-,-,-,-,"$615,000 ",0.51
indianapolis-colts,2012,"Carter
Delone Carter ",RB,"$465,000","$106,301",-,-,-,-,-,-,"$571,301 ",0.48
indianapolis-colts,2012,"Allen
Dwayne Allen ",TE,"$390,000","$175,826",-,-,-,-,-,-,"$565,826 ",0.47
indianapolis-colts,2012,"Conner
Kavell Conner ",LB,"$540,000","$11,309",-,-,-,-,-,-,"$551,309 ",0.46
indianapolis-colts,2012,"Linkenbach
Jeff Linkenbach ",T,"$540,000","$6,668",-,-,-,-,-,-,"$546,668 ",0.46
indianapolis-colts,2012,"Hills
Tony Hills ",T,"$700,000",-,-,-,-,-,-,-,"$540,000 ",0.45
indianapolis-colts,2012,"Karim
Deji Karim ",RB,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.45
indianapolis-colts,2012,"Mathews
Ricardo Mathews ",DT,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.45
indianapolis-colts,2012,"Reitz
Joe Reitz ",G,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.45
indianapolis-colts,2012,"Vaughn
Cassius Vaughn ",DB,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.45
indianapolis-colts,2012,"Hilton
T.Y. Hilton ",WR,"$390,000","$131,850",-,-,-,-,-,"($527,400)","$521,850 ",0.44
indianapolis-colts,2012,"Brown
Sergio Brown ",DB,"$490,000",-,-,-,-,-,-,-,"$490,000 ",0.41
indianapolis-colts,2012,"Lefeged
Joe Lefeged ",DB,"$465,000","$2,667",-,-,-,-,-,-,"$467,667 ",0.39
indianapolis-colts,2012,"Edds
A.J. Edds ",LB,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.39
indianapolis-colts,2012,"Saunders
Weslye Saunders ",WR,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.39
indianapolis-colts,2012,"Tevaseu
Martin Tevaseu ",DT,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.39
indianapolis-colts,2012,"Ballard
Vick Ballard ",RB,"$390,000","$36,140",-,-,-,-,-,-,"$426,140 ",0.36
indianapolis-colts,2012,"Moore
Mewelde Moore ",RB,"$825,000",-,-,-,-,-,-,-,"$412,500 ",0.34
indianapolis-colts,2012,"Brazill
LaVon Brazill ",WR,"$390,000","$18,513",-,-,-,-,-,-,"$408,513 ",0.34
indianapolis-colts,2012,"Anderson
Justin Anderson ",T,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Harvey
Mario Harvey ",FB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Hickman
Justin Hickman ",LB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Kirkpatrick
Jake Kirkpatrick ",G,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Overton
Matt Overton ",LS,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Palmer
Nathan Palmer ",WR,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Peguese
Brandon Peguese ",LB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Shipley
A.Q. Shipley ",C,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Sowell
Bradley Sowell ",T,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Vittatoe
Trevor Vittatoe ",QB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Williams
Teddy Williams ",DB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.33
indianapolis-colts,2012,"Freeman
Jerrell Freeman ",LB,"$375,000","$6,666",-,-,-,-,-,"($20,000)","$381,666 ",0.32
indianapolis-colts,2012,"Whalen
Griff Whalen ",WR,"$273,000",$500,-,-,-,-,-,-,"$273,500 ",0.23
indianapolis-colts,2012,"Guy
Lawrence Guy ",DE,"$390,000",-,-,-,-,-,-,-,"$252,352 ",0.21
indianapolis-colts,2012,"Heard
Kellen Heard ",DE,"$540,000",-,-,-,-,-,-,-,"$101,250 ",0.08
indianapolis-colts,2012,"Howell
Delano Howell ",DB,"$390,000",-,-,-,-,-,-,-,"$73,125 ",0.06
jacksonville-jaguars,2012,"Lewis
Marcedes Lewis ",TE,"$4,200,000","$1,400,000","$3,000,000",-,"$150,000",-,-,-,"$8,750,000 ",6.68
jacksonville-jaguars,2012,"Posluszny
Paul Posluszny ",LB,"$2,950,000","$2,000,000","$2,000,000",-,"$50,000",-,-,-,"$7,000,000 ",5.34
jacksonville-jaguars,2012,"Babin
Jason Babin ",DE,"$5,575,000",-,-,-,"$175,000",-,-,-,"$5,750,000 ",4.39
jacksonville-jaguars,2012,"Smith
Daryl Smith ",LB,"$4,700,000","$750,000",-,-,"$50,000",-,-,-,"$5,500,000 ",4.20
jacksonville-jaguars,2012,"Monroe
Eugene Monroe ",T,"$3,110,000","$345,000",-,"$1,379,500","$205,000",-,-,-,"$5,039,500 ",3.85
jacksonville-jaguars,2012,"Mathis
Rashean Mathis ",DB,"$950,000","$1,000,000","$348,000",-,"$50,000",-,"$2,500,000",-,"$4,848,000 ",3.70
jacksonville-jaguars,2012,"Landry
Dawan Landry ",DB,"$1,850,000","$1,300,000","$1,500,000",-,"$50,000",-,-,-,"$4,700,000 ",3.59
jacksonville-jaguars,2012,"Nwaneri
Uche Nwaneri ",G,"$2,775,000","$1,094,500",-,-,-,-,-,-,"$3,894,500 ",2.97
jacksonville-jaguars,2012,"Jones
Greg Jones ",FB,"$3,200,000","$500,000",-,-,"$50,000",-,"$50,000",-,"$3,800,000 ",2.90
jacksonville-jaguars,2012,"Blackmon
Justin Blackmon ",WR,"$390,000","$2,975,818",-,-,-,-,-,"($18,512,010)","$3,365,818 ",2.57
jacksonville-jaguars,2012,"Meester
Brad Meester ",C,"$2,950,000","$250,000",-,-,"$50,000",-,-,-,"$3,250,000 ",2.48
jacksonville-jaguars,2012,"Owens
Montell Owens ",FB,"$1,000,000","$512,500","$1,200,000",-,"$25,000","$300,000",-,-,"$3,037,500 ",2.32
jacksonville-jaguars,2012,"Mincey
Jeremy Mincey ",DE,"$1,000,000","$2,000,000",-,-,-,-,-,-,"$3,000,000 ",2.29
jacksonville-jaguars,2012,"Alualu
Tyson Alualu ",DE,"$1,212,500","$295,000",-,"$1,247,500","$150,000",-,-,-,"$2,905,000 ",2.22
jacksonville-jaguars,2012,"Gabbert
Blaine Gabbert ",QB,"$920,529","$1,807,118",-,-,-,-,-,-,"$2,727,647 ",2.08
jacksonville-jaguars,2012,"Henne
Chad Henne ",QB,"$1,075,000","$1,500,000",-,-,"$25,000",-,-,-,"$2,600,000 ",1.98
jacksonville-jaguars,2012,"Scobee
Josh Scobee ",K,"$1,000,000","$937,500",-,-,-,-,-,"($3,750,000)","$1,937,500 ",1.48
jacksonville-jaguars,2012,"Allen
Russell Allen ",LB,"$1,325,000","$416,667",-,-,"$25,000",-,-,"($2,575,000)","$1,766,667 ",1.35
jacksonville-jaguars,2012,"Lowery
Dwight Lowery ",DB,"$1,000,000","$750,000",-,-,-,-,-,-,"$1,750,000 ",1.34
jacksonville-jaguars,2012,"Ross
Aaron Ross ",DB,"$950,000","$333,333","$250,000",-,-,-,-,-,"$1,533,333 ",1.17
jacksonville-jaguars,2012,"Knighton
Terrance Knighton ",DT,"$1,260,000","$210,964",-,-,-,-,-,-,"$1,470,964 ",1.12
jacksonville-jaguars,2012,"Cox
Derek Cox ",DB,"$1,260,000","$208,250",-,-,-,-,-,-,"$1,468,250 ",1.12
jacksonville-jaguars,2012,"Mosley
C.J. Mosley ",DT,"$975,000","$333,333",-,-,-,-,-,-,"$1,308,333 ",1.00
jacksonville-jaguars,2012,"Britton
Eben Britton ",T,"$758,800","$475,000",-,-,-,-,-,-,"$1,233,800 ",0.94
jacksonville-jaguars,2012,"Whimper
Guy Whimper ",G,"$700,000","$500,000",-,-,"$25,000",-,-,-,"$1,225,000 ",0.94
jacksonville-jaguars,2012,"Cosby
Quan Cosby ",WR,"$542,647",-,-,-,-,-,-,-,"$1,042,334 ",0.80
jacksonville-jaguars,2012,"Cain
Jeremy Cain ",LS,"$850,000","$158,333",-,-,"$25,000",-,-,-,"$1,033,333 ",0.79
jacksonville-jaguars,2012,"Branch
Andre Branch ",DE,"$390,000","$535,442",-,-,-,-,-,-,"$925,442 ",0.71
jacksonville-jaguars,2012,"Smith
D'Anthony Smith ",DT,"$490,000","$212,500",-,-,-,-,-,-,"$702,500 ",0.54
jacksonville-jaguars,2012,"Rackley
Will Rackley ",G,"$507,467","$154,868",-,-,-,-,-,-,"$662,335 ",0.51
jacksonville-jaguars,2012,"Harris
Chris Harris ",DB,"$825,000",-,-,-,-,-,-,-,"$618,750 ",0.47
jacksonville-jaguars,2012,"Palmer
Jordan Palmer ",QB,"$615,000",-,-,-,-,-,-,-,"$615,000 ",0.47
jacksonville-jaguars,2012,"Stanback
Isaiah Stanback ",TE,"$615,000",-,-,-,-,-,-,-,"$615,000 ",0.47
jacksonville-jaguars,2012,"Shorts
Cecil Shorts ",WR,"$496,461","$110,845",-,-,-,-,-,-,"$607,306 ",0.46
jacksonville-jaguars,2012,"Prosinski
Chris Prosinski ",DB,"$495,006","$105,027",-,-,-,-,-,-,"$600,033 ",0.46
jacksonville-jaguars,2012,"Lane
Austen Lane ",DE,"$540,000","$46,049",-,-,-,-,-,-,"$586,049 ",0.45
jacksonville-jaguars,2012,"Jennings
Rashad Jennings ",RB,"$565,000","$9,612",-,-,-,-,-,-,"$574,612 ",0.44
jacksonville-jaguars,2012,"Anger
Bryan Anger ",P,"$390,000","$165,625",-,-,-,-,-,-,"$555,625 ",0.42
jacksonville-jaguars,2012,"Stovall
Maurice Stovall ",WR,"$700,000",-,-,-,-,-,-,-,"$540,000 ",0.41
jacksonville-jaguars,2012,"Potter
Zach Potter ",TE,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.41
jacksonville-jaguars,2012,"Price
Taylor Price ",WR,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.41
jacksonville-jaguars,2012,"Selvie
George Selvie ",DE,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.41
jacksonville-jaguars,2012,"Jones
Greg Jones ",LB,"$480,000",-,-,-,-,-,-,-,"$480,000 ",0.37
jacksonville-jaguars,2012,"Bosworth
Kyle Bosworth ",LB,"$465,000","$4,167",-,-,-,-,-,-,"$469,167 ",0.36
jacksonville-jaguars,2012,"Bradfield
Cameron Bradfield ",T,"$465,000","$1,666",-,-,-,-,-,"($1,666)","$466,666 ",0.36
jacksonville-jaguars,2012,"Chick
John Chick ",DT,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.35
jacksonville-jaguars,2012,"Toston
Keith Toston ",RB,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.35
jacksonville-jaguars,2012,"Vierling
Bradley Vierling ",C,"$465,000",-,-,-,-,-,-,-,"$465,000 ",0.35
jacksonville-jaguars,2012,"Harris
Mike Harris ",DB,"$390,000","$28,947",-,-,-,-,-,-,"$418,947 ",0.32
jacksonville-jaguars,2012,"Pendleton
Jeris Pendleton ",DT,"$390,000","$12,721",-,-,-,-,-,-,"$402,721 ",0.31
jacksonville-jaguars,2012,"Stanford
Julian Stanford ",LB,"$390,000","$1,666",-,-,-,-,-,-,"$391,666 ",0.30
jacksonville-jaguars,2012,"Brown
Mike Brown ",WR,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Grimes
Johnathan Grimes ",RB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Jackson
Jerrell Jackson ",WR,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Long
Jerome Long ",DE,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Marshall
Brandon Marshall ",LB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Murphy
Richard Murphy ",RB,"$390,000",-,-,-,-,-,-,-,"$390,000 ",0.30
jacksonville-jaguars,2012,"Elliott
Kevin Elliott ",WR,"$390,000",-,-,-,-,-,-,-,"$341,250 ",0.26
jacksonville-jaguars,2012,"Armstrong
Anthony Armstrong ",WR,"$540,000",-,-,-,-,-,-,-,"$337,500 ",0.26
jacksonville-jaguars,2012,"Vallos
Steve Vallos ",C,"$700,000",-,-,-,-,-,-,-,"$306,250 ",0.23
jacksonville-jaguars,2012,"Rutland
Kevin Rutland ",DB,"$465,000",-,-,-,-,-,-,-,"$232,500 ",0.18
jacksonville-jaguars,2012,"Toston
Keith Toston ",RB,"$465,000",-,-,-,-,-,-,-,"$232,500 ",0.18
jacksonville-jaguars,2012,"Shipley
Jordan Shipley ",WR,"$465,000",-,-,-,-,-,-,-,"$174,375 ",0.13
jacksonville-jaguars,2012,"Todman
Jordan Todman ",RB,"$141,176",-,-,-,-,-,-,-,"$141,176 ",0.11
jacksonville-jaguars,2012,"Molden
Antwaun Molden ",DB,"$700,000",-,-,-,-,-,-,-,"$131,250 ",0.10
jacksonville-jaguars,2012,"Clemons
Toney Clemons ",WR,"$390,000",-,-,-,-,-,-,-,"$73,125 ",0.06
jacksonville-jaguars,2012,"Ta'ufo'ou
Will Ta'ufo'ou ",FB,"$390,000",-,-,-,-,-,-,-,"$73,125 ",0.06
jacksonville-jaguars,2012,"Pasztor
Austin Pasztor ",T,"$390,000",-,-,-,-,-,-,-,"$68,824 ",0.05
kansas-city-chiefs,2012,"Hali
Tamba Hali ",LB,"$11,250,000","$2,964,706",-,-,"$250,000",-,-,-,"$14,464,706 ",10.34
kansas-city-chiefs,2012,"Bowe
Dwayne Bowe ",WR,"$9,515,000",-,-,-,-,-,-,-,"$9,515,000 ",6.80
kansas-city-chiefs,2012,"Jackson
Tyson Jackson ",DE,"$4,250,000","$2,750,000",-,"$2,500,000",-,-,-,-,"$9,500,000 ",6.79
kansas-city-chiefs,2012,"Dorsey
Glenn Dorsey ",DE,"$6,431,000",-,-,"$2,087,000","$250,000",-,-,-,"$8,768,000 ",6.26
kansas-city-chiefs,2012,"Berry
Eric Berry ",DB,"$4,842,800",-,-,-,"$300,000","$2,902,700",-,"($22,534,600)","$8,045,500 ",5.75
kansas-city-chiefs,2012,"Flowers
Brandon Flowers ",DB,"$5,750,000","$2,000,000",-,-,"$250,000",-,-,-,"$8,000,000 ",5.72
kansas-city-chiefs,2012,"Cassel
Matt Cassel ",QB,"$5,250,000","$200,000",-,"$1,875,000","$250,000",-,-,-,"$7,575,000 ",5.41
kansas-city-chiefs,2012,"Routt
Stanford Routt ",DB,"$1,800,000",-,-,-,-,-,-,-,"$6,000,000 ",4.29
kansas-city-chiefs,2012,"Charles
Jamaal Charles ",RB,"$3,250,000",-,-,"$1,333,333","$250,000",-,-,"($5,333,334)","$4,833,333 ",3.45
kansas-city-chiefs,2012,"Breaston
Steve Breaston ",WR,"$2,050,000","$1,000,000","$1,300,000",-,"$200,000",-,-,-,"$4,550,000 ",3.25
kansas-city-chiefs,2012,"Albert
Branden Albert ",T,"$2,717,500","$500,000","$200,000","$775,000",-,-,-,-,"$4,192,500 ",3.00
kansas-city-chiefs,2012,"Johnson
Derrick Johnson ",LB,"$3,000,000",-,-,-,"$250,000",-,-,-,"$3,250,000 ",2.32
kansas-city-chiefs,2012,"Hillis
Peyton Hillis ",RB,"$1,400,000",-,"$1,400,000",-,-,-,-,-,"$2,800,000 ",2.00
kansas-city-chiefs,2012,"Lilja
Ryan Lilja ",C,"$2,100,000",-,-,-,-,-,-,-,"$2,500,000 ",1.79
kansas-city-chiefs,2012,"Winston
Eric Winston ",T,"$900,000","$1,000,000","$500,000",-,"$100,000",-,-,-,"$2,500,000 ",1.79
kansas-city-chiefs,2012,"Succop
Ryan Succop ",K,"$2,000,000","$400,000",-,-,-,-,-,-,"$2,400,000 ",1.71
kansas-city-chiefs,2012,"Colquitt
Dustin Colquitt ",P,"$1,800,000","$480,000",-,-,-,-,"$25,000",-,"$2,305,000 ",1.65
kansas-city-chiefs,2012,"Poe
Dontari Poe ",DT,"$390,000","$1,668,182",-,-,-,-,-,"($11,320,006)","$2,058,182 ",1.47
kansas-city-chiefs,2012,"Belcher
Jovan Belcher ",LB,"$1,927,000",-,-,-,-,-,-,-,"$1,927,000 ",1.38
kansas-city-chiefs,2012,"Baldwin
Jonathan Baldwin ",WR,"$718,255","$998,018",-,-,-,-,-,-,"$1,716,273 ",1.23
kansas-city-chiefs,2012,"Studebaker
Andy Studebaker ",LB,"$1,480,000",-,-,-,"$50,000",-,-,-,"$1,530,000 ",1.09
kansas-city-chiefs,2012,"Quinn
Brady Quinn ",QB,"$1,500,000",-,-,-,-,-,-,-,"$1,500,000 ",1.07
kansas-city-chiefs,2012,"Pitoitua
Ropati Pitoitua ",DE,"$950,000",-,-,-,"$200,000",-,-,-,"$1,150,000 ",0.82
kansas-city-chiefs,2012,"McCluster
Dexter McCluster ",RB,"$540,000","$560,000",-,-,-,-,-,-,"$1,100,000 ",0.79
kansas-city-chiefs,2012,"Arenas
Javier Arenas ",DB,"$540,000","$358,750",-,-,-,-,-,-,"$898,750 ",0.64
kansas-city-chiefs,2012,"Elam
Abram Elam ",DB,"$850,000",-,-,-,-,-,-,-,"$850,000 ",0.61
kansas-city-chiefs,2012,"Allen
Jeff Allen ",G,"$390,000","$454,331",-,-,-,-,-,"($2,408,407)","$844,331 ",0.60
kansas-city-chiefs,2012,"Daniels
Travis Daniels ",DB,"$825,000",-,-,-,-,-,-,-,"$825,000 ",0.59
kansas-city-chiefs,2012,"Hudson
Rodney Hudson ",C,"$504,000","$262,473",-,-,"$30,000",-,-,-,"$796,473 ",0.57
kansas-city-chiefs,2012,"Gafford
Thomas Gafford ",LS,"$700,000","$66,668",-,-,"$25,000",-,-,-,"$791,668 ",0.57
kansas-city-chiefs,2012,"Asamoah
Jon Asamoah ",G,"$540,000","$228,030",-,-,-,-,-,-,"$768,030 ",0.55
kansas-city-chiefs,2012,"Siler
Brandon Siler ",LB,"$700,000",-,-,-,-,-,-,-,"$700,000 ",0.50
kansas-city-chiefs,2012,"Willis
Ray Willis ",T,"$700,000",-,-,-,-,-,-,-,"$700,000 ",0.50
kansas-city-chiefs,2012,"Moeaki
Tony Moeaki ",TE,"$490,000",-,"$171,662",-,-,-,-,-,"$661,662 ",0.47
kansas-city-chiefs,2012,"Houston
Justin Houston ",LB,"$465,000","$167,812",-,-,"$25,000",-,-,-,"$657,812 ",0.47
kansas-city-chiefs,2012,"Bailey
Allen Bailey ",DE,"$465,000","$138,986",-,-,-,-,-,-,"$603,986 ",0.43
kansas-city-chiefs,2012,"Brown
Jalil Brown ",DB,"$465,000","$107,325",-,-,"$20,000",-,-,-,"$592,325 ",0.42
kansas-city-chiefs,2012,"Lewis
Kendrick Lewis ",DB,"$540,000","$51,725",-,-,-,-,-,-,"$591,725 ",0.42
kansas-city-chiefs,2012,"Hochstein
Russ Hochstein ",G,"$925,000",-,-,-,-,-,-,-,"$575,000 ",0.41
kansas-city-chiefs,2012,"Greenwood
Cory Greenwood ",LB,"$540,000","$6,250",-,-,"$20,000",-,-,-,"$566,250 ",0.40
kansas-city-chiefs,2012,"Stephenson
Donald Stephenson ",T,"$390,000","$159,375",-,-,-,-,-,-,"$549,375 ",0.39
kansas-city-chiefs,2012,"Jones
Edgar Jones ",LB,"$700,000",-,-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Kehl
Bryan Kehl ",LB,"$700,000",-,-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Pope
Leonard Pope ",TE,"$700,000","$25,000",-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Maneri
Steve Maneri ",TE,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Mattison
Bryan Mattison ",G,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Toribio
Anthony Toribio ",DE,"$540,000",-,-,-,-,-,-,-,"$540,000 ",0.39
kansas-city-chiefs,2012,"Stanzi
Ricky Stanzi ",QB,"$465,000","$52,763",-,-,-,-,-,-,"$517,763 ",0.37
kansas-city-chiefs,2012,"Wylie
Devon Wylie ",WR,"$390,000","$113,850",-,-,-,-,-,-,"$503,850 ",0.36
kansas-city-chiefs,2012,"Powe
Jerrell Powe ",DT,"$465,000","$19,670",-,-,"$8,500",-,-,-,"$493,170 ",0.35
