team,year,Active Players  (76),Pos.,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
pittsburgh-steelers,2011,"Roethlisberger
Ben Roethlisberger ",QB,"$6,000,000","$4,200,000",-,-,-,"$1,120,000",-,-,"$11,320,000 ",8.74
pittsburgh-steelers,2011,"Polamalu
Troy Polamalu ",DB,"$3,450,000","$4,832,500",-,-,-,-,-,-,"$8,282,500 ",6.39
pittsburgh-steelers,2011,"Woodley
LaMarr Woodley ",LB,"$1,100,000","$2,600,000","$4,000,000",-,-,-,-,-,"$7,700,000 ",5.94
pittsburgh-steelers,2011,"Hampton
Casey Hampton ",DT,"$3,910,000","$2,166,667",-,-,-,-,-,-,"$7,076,667 ",5.46
pittsburgh-steelers,2011,"Smith
Aaron Smith ",DE,"$4,500,000","$1,600,000",-,-,-,-,-,-,"$6,100,000 ",4.71
pittsburgh-steelers,2011,"Pouncey
Maurkice Pouncey ",C,"$450,000",-,"$3,623,000","$1,400,625",-,-,-,-,"$5,473,625 ",4.22
pittsburgh-steelers,2011,"Timmons
Lawrence Timmons ",LB,"$1,000,000","$2,000,000","$1,000,000","$1,378,750",-,-,-,-,"$5,378,750 ",4.15
pittsburgh-steelers,2011,"Harrison
James Harrison ",LB,"$1,176,470","$2,000,000","$712,500","$800,000",-,"$602,500",-,-,"$5,291,470 ",4.08
pittsburgh-steelers,2011,"Taylor
Ike Taylor ",DB,"$1,250,000","$1,812,500","$750,000",-,-,-,-,-,"$3,812,500 ",2.94
pittsburgh-steelers,2011,"Miller
Heath Miller ",TE,"$1,000,000","$850,000",-,"$1,350,000",-,"$596,500",-,-,"$3,796,500 ",2.93
pittsburgh-steelers,2011,"Kemoeatu
Chris Kemoeatu ",G,"$2,937,000","$777,000",-,-,-,-,-,-,"$3,714,000 ",2.87
pittsburgh-steelers,2011,"Ward
Hines Ward ",WR,"$3,000,000","$610,000",-,-,-,-,-,-,"$3,610,000 ",2.79
pittsburgh-steelers,2011,"Keisel
Brett Keisel ",DE,"$1,000,000","$1,675,000",-,-,-,"$675,000",-,-,"$3,350,000 ",2.59
pittsburgh-steelers,2011,"Foote
Larry Foote ",LB,"$2,400,000","$600,000",-,-,-,-,-,-,"$3,000,000 ",2.32
pittsburgh-steelers,2011,"McFadden
Bryant McFadden ",DB,"$2,500,000","$166,667",-,-,-,-,-,-,"$2,666,667 ",2.06
pittsburgh-steelers,2011,"Clark
Ryan Clark ",DB,"$1,000,000","$750,000",-,-,-,"$500,000",-,-,"$2,250,000 ",1.74
pittsburgh-steelers,2011,"Hood
Evander Hood ",DE,"$600,000","$18,353","$30,000","$980,000",-,-,-,-,"$1,628,353 ",1.26
pittsburgh-steelers,2011,"Allen
Will Allen ",DB,"$1,265,000","$325,000",-,-,-,-,-,-,"$1,590,000 ",1.23
pittsburgh-steelers,2011,"Battle
Arnaz Battle ",WR,"$1,037,500","$325,000",-,-,-,-,-,-,"$1,362,500 ",1.05
pittsburgh-steelers,2011,"Scott
Jonathan Scott ",T,"$800,000","$500,000",-,-,-,-,-,-,"$1,300,000 ",1.00
pittsburgh-steelers,2011,"Worilds
Jason Worilds ",LB,"$450,000","$355,000",-,-,-,-,"$465,000",-,"$1,270,000 ",0.98
pittsburgh-steelers,2011,"Heyward
Cameron Heyward ",DE,"$375,000","$844,096",-,-,-,-,-,-,"$1,219,096 ",0.94
pittsburgh-steelers,2011,"Dixon
Dennis Dixon ",QB,"$1,200,000",-,-,-,-,-,-,-,"$1,200,000 ",0.93
pittsburgh-steelers,2011,"Hills
Tony Hills ",T,"$1,200,000",-,-,-,-,-,-,-,"$1,200,000 ",0.93
pittsburgh-steelers,2011,"Suisham
Shaun Suisham ",K,"$810,000","$337,500",-,-,-,-,-,"($1,350,000)","$1,147,500 ",0.89
pittsburgh-steelers,2011,"Batch
Charlie Batch ",QB,"$910,000","$25,000",-,-,-,-,-,-,"$935,000 ",0.72
pittsburgh-steelers,2011,"Cotchery
Jerricho Cotchery ",WR,"$810,000","$50,000",-,-,-,-,-,-,"$860,000 ",0.66
pittsburgh-steelers,2011,"Pope
Leonard Pope ",TE,"$685,000","$100,000",-,-,-,-,-,-,"$785,000 ",0.61
pittsburgh-steelers,2011,"Warren
Greg Warren ",LS,"$685,000","$100,000",-,-,-,-,-,-,"$785,000 ",0.61
pittsburgh-steelers,2011,"Wallace
Mike Wallace ",WR,"$525,000","$185,813",-,-,-,-,-,-,"$710,813 ",0.55
pittsburgh-steelers,2011,"Lewis
Keenan Lewis ",DB,"$525,000","$160,000",-,-,-,-,-,-,"$685,000 ",0.53
pittsburgh-steelers,2011,"Starks
Max Starks ",T,"$810,000",-,-,-,-,-,-,-,"$619,411 ",0.48
pittsburgh-steelers,2011,"Sanders
Emmanuel Sanders ",WR,"$405,000","$195,356",-,-,-,-,-,-,"$600,356 ",0.46
pittsburgh-steelers,2011,"Harris
Macho Harris ",DB,"$600,000",-,-,-,-,-,-,-,"$600,000 ",0.46
pittsburgh-steelers,2011,"Kapinos
Jeremy Kapinos ",P,"$600,000",-,-,-,-,-,-,-,"$600,000 ",0.46
pittsburgh-steelers,2011,"Gilbert
Marcus Gilbert ",T,"$375,000","$211,802",-,-,-,-,-,-,"$586,802 ",0.45
pittsburgh-steelers,2011,"Hoke
Chris Hoke ",T,"$810,000","$50,000",-,-,-,-,-,-,"$575,000 ",0.44
pittsburgh-steelers,2011,"Moore
Mewelde Moore ",RB,"$810,000","$50,000",-,-,-,-,-,-,"$575,000 ",0.44
pittsburgh-steelers,2011,"Johnson
David Johnson ",TE,"$525,000","$11,066",-,-,-,-,-,-,"$536,066 ",0.41
pittsburgh-steelers,2011,"Foster
Ramon Foster ",G,"$525,000","$2,667",-,-,-,-,-,-,"$527,667 ",0.41
pittsburgh-steelers,2011,"Essex
Trai Essex ",T,"$685,000",-,-,-,-,-,-,-,"$525,000 ",0.41
pittsburgh-steelers,2011,"Gay
William Gay ",DB,"$685,000","$50,000",-,-,-,-,-,"($50,000)","$525,000 ",0.41
pittsburgh-steelers,2011,"Atkins
Baraka Atkins ",LB,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.41
pittsburgh-steelers,2011,"Legursky
Doug Legursky ",C,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.41
pittsburgh-steelers,2011,"Meredith
Jamon Meredith ",T,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.41
pittsburgh-steelers,2011,"Mundy
Ryan Mundy ",DB,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.41
pittsburgh-steelers,2011,"Brown
Curtis Brown ",DB,"$375,000","$130,300",-,-,-,-,-,-,"$505,300 ",0.39
pittsburgh-steelers,2011,"Sylvester
Stevenson Sylvester ",LB,"$450,000","$38,853",-,-,-,-,-,-,"$488,853 ",0.38
pittsburgh-steelers,2011,"Dwyer
Jonathan Dwyer ",RB,"$450,000","$25,946",-,-,-,-,-,-,"$475,946 ",0.37
pittsburgh-steelers,2011,"Brown
Antonio Brown ",WR,"$450,000","$24,358",-,-,-,-,-,-,"$474,358 ",0.37
pittsburgh-steelers,2011,"Allen
Cortez Allen ",DB,"$375,000","$97,875",-,-,-,-,-,-,"$472,875 ",0.36
pittsburgh-steelers,2011,"Redman
Issac Redman ",RB,"$450,000",$668,-,-,-,-,-,-,"$450,668 ",0.35
pittsburgh-steelers,2011,"McLendon
Steve McLendon ",DT,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.35
pittsburgh-steelers,2011,"Carter
Chris Carter ",LB,"$375,000","$40,700",-,-,-,-,-,-,"$415,700 ",0.32
pittsburgh-steelers,2011,"Batch
Baron Batch ",RB,"$375,000","$11,628",-,-,-,-,-,-,"$386,628 ",0.30
pittsburgh-steelers,2011,"Clay
John Clay ",RB,"$375,000","$3,333",-,-,-,-,-,-,"$378,333 ",0.29
pittsburgh-steelers,2011,"Gray
Anthony Gray ",DT,"$375,000","$3,333",-,-,-,-,-,-,"$378,333 ",0.29
pittsburgh-steelers,2011,"McCrae
Terrence McCrae ",WR,"$375,000","$2,000",-,-,-,-,-,-,"$377,000 ",0.29
pittsburgh-steelers,2011,"Brinkley
Niles Brinkley ",DB,"$375,000","$1,667",-,-,-,-,-,-,"$376,667 ",0.29
pittsburgh-steelers,2011,"Chavis
Miguel Chavis ",TE,"$375,000","$1,333",-,-,-,-,-,-,"$376,333 ",0.29
pittsburgh-steelers,2011,"Saunders
Weslye Saunders ",WR,"$375,000","$1,333",-,-,-,-,-,-,"$376,333 ",0.29
pittsburgh-steelers,2011,"Charlton
Vaughn Charlton ",TE,"$375,000","$1,000",-,-,-,-,-,-,"$376,000 ",0.29
pittsburgh-steelers,2011,"Clanton
Erik Clanton ",LB,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Greenwood
Brett Greenwood ",DB,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Greenwood
Eric Greenwood ",WR,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Miller
Colin Miller ",C,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Mims
Adam Mims ",WR,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Robinson
Armand Robinson ",WR,"$375,000",$667,-,-,-,-,-,-,"$375,667 ",0.29
pittsburgh-steelers,2011,"Bates
Aaron Bates ",P,"$375,000",$333,-,-,-,-,-,-,"$375,333 ",0.29
pittsburgh-steelers,2011,"Boyle
Ty Boyle ",DE,"$375,000",$333,-,-,-,-,-,-,"$375,333 ",0.29
pittsburgh-steelers,2011,"Chard
Derek Chard ",C,"$375,000",$333,-,-,-,-,-,-,"$375,333 ",0.29
pittsburgh-steelers,2011,"Dieker
Chris Dieker ",QB,"$375,000",$333,-,-,-,-,-,-,"$375,333 ",0.29
pittsburgh-steelers,2011,"Harrison
Josh Harrison ",T,"$375,000",$333,-,-,-,-,-,-,"$375,333 ",0.29
pittsburgh-steelers,2011,"Cromartie-Smith
Da'Mon Cromartie-Smith ",DB,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.29
pittsburgh-steelers,2011,"Ivy
Mortty Ivy ",LB,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.29
pittsburgh-steelers,2011,"Sepulveda
Daniel Sepulveda ",P,"$325,000","$50,000",-,-,-,-,-,-,"$375,000 ",0.29
cincinnati-bengals,2011,"Smith
Andre Smith ",G,"$1,677,500",-,-,"$1,508,000",-,-,"$5,501,250",-,"$8,686,750 ",8.10
cincinnati-bengals,2011,"Whitworth
Andrew Whitworth ",T,"$3,690,000","$2,000,000","$2,500,000",-,"$200,000",-,-,-,"$8,390,000 ",7.83
cincinnati-bengals,2011,"Hall
Leon Hall ",DB,"$5,037,500","$1,800,000",-,-,-,-,-,-,"$6,837,500 ",6.38
cincinnati-bengals,2011,"Geathers
Robert Geathers ",DE,"$3,950,000","$1,833,333",-,-,"$200,000",-,-,-,"$5,983,333 ",5.58
cincinnati-bengals,2011,"Clements
Nate Clements ",DB,"$1,400,000","$1,000,000",-,-,-,-,-,-,"$5,400,000 ",5.04
cincinnati-bengals,2011,"Peko
Domata Peko ",DT,"$3,300,000","$1,000,000",-,-,"$200,000",-,-,-,"$4,500,000 ",4.20
cincinnati-bengals,2011,"Benson
Cedric Benson ",RB,"$2,823,353","$250,000",-,-,-,-,"$1,250,000",-,"$4,323,353 ",4.03
cincinnati-bengals,2011,"Hall
Leon Hall ",DB,"$3,037,500",-,-,"$1,192,500",-,-,-,-,"$4,230,000 ",3.95
cincinnati-bengals,2011,"Rivers
Keith Rivers ",LB,"$1,735,000","$204,166",-,"$1,740,000","$150,000",-,-,-,"$3,829,166 ",3.57
cincinnati-bengals,2011,"Green
A.J. Green ",WR,"$375,000","$3,204,655",-,-,-,-,-,-,"$3,579,655 ",3.34
cincinnati-bengals,2011,"Lawson
Manny Lawson ",LB,"$3,500,000",-,-,-,-,-,-,-,"$3,500,000 ",3.27
cincinnati-bengals,2011,"Howard
Thomas Howard ",LB,"$1,500,000",-,"$1,000,000",-,-,-,-,-,"$2,500,000 ",2.33
cincinnati-bengals,2011,"Cook
Kyle Cook ",C,"$1,835,000","$640,000",-,-,-,-,-,-,"$2,475,000 ",2.31
cincinnati-bengals,2011,"Crocker
Chris Crocker ",DB,"$1,750,000","$437,500",-,-,"$100,000",-,-,-,"$2,287,500 ",2.13
cincinnati-bengals,2011,"Gradkowski
Bruce Gradkowski ",QB,"$1,000,000",-,"$1,000,000",-,-,-,-,-,"$2,000,000 ",1.87
cincinnati-bengals,2011,"Jennings
Kelly Jennings ",DB,"$1,800,000",-,-,-,-,-,-,-,"$1,800,000 ",1.68
cincinnati-bengals,2011,"Gresham
Jermaine Gresham ",TE,"$450,000",-,-,"$1,221,250","$100,000",-,-,-,"$1,771,250 ",1.65
cincinnati-bengals,2011,"Johnson
Brandon Johnson ",LB,"$1,150,000","$500,000",-,-,-,-,-,-,"$1,650,000 ",1.54
cincinnati-bengals,2011,"Fanene
Jonathan Fanene ",DE,"$1,000,000","$350,000",-,-,-,-,-,-,"$1,600,000 ",1.49
cincinnati-bengals,2011,"Nelson
Reggie Nelson ",DB,"$957,500","$622,000",-,-,-,-,-,-,"$1,579,500 ",1.47
cincinnati-bengals,2011,"Rucker
Frostee Rucker ",DT,"$1,250,000","$302,222",-,-,-,-,-,-,"$1,552,222 ",1.45
cincinnati-bengals,2011,"Sims
Pat Sims ",DT,"$1,200,000","$192,050",-,-,-,-,-,-,"$1,392,050 ",1.30
cincinnati-bengals,2011,"Maualuga
Rey Maualuga ",LB,"$525,000","$509,000",-,-,"$25,000",-,-,-,"$1,059,000 ",0.99
cincinnati-bengals,2011,"Scaife
Bo Scaife ",TE,"$1,000,000",-,-,-,-,-,-,-,"$1,000,000 ",0.93
cincinnati-bengals,2011,"Simpson
Jerome Simpson ",WR,"$600,000","$371,750",-,-,-,-,-,-,"$971,750 ",0.91
cincinnati-bengals,2011,"Dalton
Andy Dalton ",QB,"$375,000","$573,036",-,-,-,-,-,-,"$948,036 ",0.88
cincinnati-bengals,2011,"Lee
Donald Lee ",TE,"$810,000","$40,000",-,-,-,-,-,-,"$850,000 ",0.79
cincinnati-bengals,2011,"Dunlap
Carlos Dunlap ",DE,"$450,000","$307,000",-,-,-,-,-,-,"$757,000 ",0.71
cincinnati-bengals,2011,"Caldwell
Andre Caldwell ",WR,"$600,000","$150,250",-,-,-,-,-,-,"$750,250 ",0.70
cincinnati-bengals,2011,"Johnson
Michael Johnson ",DE,"$525,000","$215,755",-,-,-,-,-,-,"$740,755 ",0.69
cincinnati-bengals,2011,"Collins
Anthony Collins ",T,"$600,000","$117,625",-,-,-,-,-,-,"$717,625 ",0.67
cincinnati-bengals,2011,"Nugent
Mike Nugent ",K,"$685,000",-,-,-,-,-,-,-,"$685,000 ",0.64
cincinnati-bengals,2011,"Adeyanju
Victor Adeyanju ",DT,"$640,000",-,-,-,-,-,-,-,"$640,000 ",0.60
cincinnati-bengals,2011,"Jones
Adam-Pacman Jones ",DB,"$640,000",-,-,-,-,-,-,-,"$640,000 ",0.60
cincinnati-bengals,2011,"Wade
Jonathan Wade ",DB,"$640,000",-,-,-,-,-,-,-,"$640,000 ",0.60
cincinnati-bengals,2011,"Harris
Clark Harris ",LS,"$600,000",-,-,-,-,-,-,-,"$600,000 ",0.56
cincinnati-bengals,2011,"Shipley
Jordan Shipley ",WR,"$405,000","$189,186",-,-,-,-,-,-,"$594,186 ",0.55
cincinnati-bengals,2011,"Huber
Kevin Huber ",P,"$525,000","$48,750",-,-,-,-,-,-,"$573,750 ",0.54
cincinnati-bengals,2011,"Atkins
Geno Atkins ",DT,"$450,000","$118,112",-,-,-,-,-,-,"$568,112 ",0.53
cincinnati-bengals,2011,"Muckelroy
Roddrick Muckelroy ",LB,"$450,000","$105,895",-,-,-,-,-,-,"$555,895 ",0.52
cincinnati-bengals,2011,"McGlynn
Mike McGlynn ",G,"$555,000",-,-,-,-,-,-,-,"$555,000 ",0.52
cincinnati-bengals,2011,"Moch
Dontay Moch ",DE,"$375,000","$174,394",-,-,-,-,-,-,"$549,394 ",0.51
cincinnati-bengals,2011,"Scott
Bernard Scott ",RB,"$525,000","$19,377",-,-,-,-,-,-,"$544,377 ",0.51
cincinnati-bengals,2011,"Pressley
Chris Pressley ",FB,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.49
cincinnati-bengals,2011,"Boling
Clint Boling ",G,"$375,000","$120,362",-,-,-,-,-,-,"$495,362 ",0.46
cincinnati-bengals,2011,"Coffman
Chase Coffman ",TE,"$480,000",-,-,-,-,-,-,-,"$480,000 ",0.45
cincinnati-bengals,2011,"Rey
Vincent Rey ",LB,"$450,000","$3,000",-,-,-,-,-,-,"$453,000 ",0.42
cincinnati-bengals,2011,"Mays
Taylor Mays ",DB,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.42
cincinnati-bengals,2011,"Miles
Jeromy Miles ",DB,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.42
cincinnati-bengals,2011,"Sands
Robert Sands ",DB,"$375,000","$53,000",-,-,-,-,-,-,"$428,000 ",0.40
cincinnati-bengals,2011,"Whalen
Ryan Whalen ",WR,"$375,000","$31,278",-,-,-,-,-,-,"$406,278 ",0.38
cincinnati-bengals,2011,"Hudson
Otis Hudson ",G,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.35
cincinnati-bengals,2011,"Sanzenbacher
Dane Sanzenbacher ",WR,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.35
cincinnati-bengals,2011,"Jones
Adam-Pacman Jones ",DB,"$353,000",-,-,-,-,-,-,-,"$353,000 ",0.33
cincinnati-bengals,2011,"Mitchell
Andrew Mitchell ",T,"$330,000",-,-,-,-,-,-,-,"$330,000 ",0.31
cincinnati-bengals,2011,"Ghee
Brandon Ghee ",DB,"$185,294",-,-,-,-,-,-,-,"$185,294 ",0.17
cincinnati-bengals,2011,"Binns
Armon Binns ",WR,"$44,117",-,-,-,-,-,-,-,"$44,117 ",0.04
baltimore-ravens,2011,"Suggs
Terrell Suggs ",LB,"$3,400,000","$2,020,000",-,"$4,600,000",-,-,-,-,"$10,020,000 ",8.42
baltimore-ravens,2011,"Reed
Ed Reed ",DB,"$6,500,000","$1,071,428",-,"$1,300,000",-,-,-,-,"$8,871,428 ",7.46
baltimore-ravens,2011,"Boldin
Anquan Boldin ",WR,"$6,000,000","$1,531,250",-,-,-,-,-,-,"$7,531,250 ",6.33
baltimore-ravens,2011,"Ngata
Haloti Ngata ",DT,"$2,100,000","$5,000,000",-,-,-,-,-,"($27,900,000)","$7,100,000 ",5.97
baltimore-ravens,2011,"Lewis
Ray Lewis ",LB,"$4,500,000","$1,400,000",-,"$650,000",-,-,-,-,"$6,550,000 ",5.51
baltimore-ravens,2011,"Flacco
Joe Flacco ",QB,"$4,485,000",-,-,"$1,240,000",-,-,-,-,"$5,725,000 ",4.81
baltimore-ravens,2011,"Johnson
Jarret Johnson ",LB,"$3,500,000","$1,080,000",-,"$250,000",-,"$435,000",-,-,"$5,265,000 ",4.43
baltimore-ravens,2011,"Birk
Matt Birk ",C,"$3,000,000","$1,000,000",-,-,-,-,-,-,"$4,000,000 ",3.36
baltimore-ravens,2011,"Yanda
Marshal Yanda ",G,"$2,000,000","$2,000,000",-,-,-,-,-,-,"$4,000,000 ",3.36
baltimore-ravens,2011,"Grubbs
Ben Grubbs ",G,"$2,995,000","$200,000",-,"$680,000",-,-,-,-,"$3,875,000 ",3.26
baltimore-ravens,2011,"Evans
Lee Evans ",WR,"$3,175,000",-,-,-,"$100,000",-,-,-,"$3,275,000 ",2.75
baltimore-ravens,2011,"Gurode
Andre Gurode ",C,"$3,000,000",-,-,-,-,-,-,-,"$3,000,000 ",2.52
baltimore-ravens,2011,"Kemoeatu
Maake Kemoeatu ",DT,"$2,115,000",-,-,-,-,"$713,000",-,-,"$2,828,000 ",2.38
baltimore-ravens,2011,"Leach
Vonta Leach ",FB,"$1,000,000","$1,333,333",-,-,-,-,-,"($6,000,000)","$2,333,333 ",1.96
baltimore-ravens,2011,"Cundiff
Billy Cundiff ",K,"$1,500,000","$600,000",-,-,-,-,-,-,"$2,100,000 ",1.77
baltimore-ravens,2011,"Carr
Chris Carr ",DB,"$700,000","$1,250,000",-,-,-,-,-,-,"$1,950,000 ",1.64
baltimore-ravens,2011,"Koch
Sam Koch ",P,"$1,300,000","$600,000",-,-,-,-,-,"($3,000,000)","$1,900,000 ",1.60
baltimore-ravens,2011,"McKinnie
Bryant McKinnie ",T,"$1,000,000","$500,000",-,-,-,-,"$300,000",-,"$1,800,000 ",1.51
baltimore-ravens,2011,"Oher
Michael Oher ",T,"$630,000",-,-,"$1,170,000",-,-,-,-,"$1,800,000 ",1.51
baltimore-ravens,2011,"McClain
Jameel McClain ",LB,"$1,385,000",-,-,-,-,-,-,-,"$1,385,000 ",1.16
baltimore-ravens,2011,"Smith
Jimmy Smith ",DB,"$375,000","$981,672",-,-,-,-,-,"($6,069,196)","$1,356,672 ",1.14
baltimore-ravens,2011,"Ayanbadejo
Brendon Ayanbadejo ",LB,"$810,000","$475,000",-,-,-,-,-,-,"$1,285,000 ",1.08
baltimore-ravens,2011,"Nakamura
Haruki Nakamura ",DB,"$1,200,000",-,-,-,-,-,-,-,"$1,200,000 ",1.01
baltimore-ravens,2011,"Zbikowski
Tom Zbikowski ",DB,"$1,200,000",-,-,-,-,-,-,-,"$1,200,000 ",1.01
baltimore-ravens,2011,"Williams
Ricky Williams ",RB,"$1,000,000","$50,000",-,-,-,-,-,-,"$1,050,000 ",0.88
baltimore-ravens,2011,"Pollard
Bernard Pollard ",DB,"$985,000",-,-,-,-,-,-,-,"$985,000 ",0.83
baltimore-ravens,2011,"Rice
Ray Rice ",RB,"$600,000","$275,000",-,-,-,-,-,-,"$875,000 ",0.74
baltimore-ravens,2011,"Kruger
Paul Kruger ",LB,"$525,000","$250,000",-,-,-,-,-,-,"$775,000 ",0.65
baltimore-ravens,2011,"Cody
Terrence Cody ",DT,"$450,000","$280,000",-,-,-,-,-,-,"$730,000 ",0.61
baltimore-ravens,2011,"Webb
Lardarius Webb ",DB,"$525,000","$176,506",-,-,-,-,-,-,"$701,506 ",0.59
baltimore-ravens,2011,"Dickson
Ed Dickson ",TE,"$450,000","$220,833",-,-,-,-,-,-,"$670,833 ",0.56
baltimore-ravens,2011,"Smith
Torrey Smith ",WR,"$375,000","$241,224",-,-,-,-,-,-,"$616,224 ",0.52
baltimore-ravens,2011,"Divens
Lamar Divens ",DT,"$600,000",-,-,-,-,-,-,-,"$600,000 ",0.50
baltimore-ravens,2011,"Smith
Marcus Smith ",WR,"$600,000",-,-,-,-,-,-,-,"$600,000 ",0.50
baltimore-ravens,2011,"Pitta
Dennis Pitta ",TE,"$450,000","$123,667",-,-,-,-,-,-,"$573,667 ",0.48
baltimore-ravens,2011,"Ellerbe
Dannell Ellerbe ",LB,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.44
baltimore-ravens,2011,"Williams
Cary Williams ",DB,"$525,000",-,-,-,-,-,-,-,"$525,000 ",0.44
baltimore-ravens,2011,"Reid
Jah Reid ",T,"$375,000","$140,810",-,-,-,-,-,-,"$515,810 ",0.43
baltimore-ravens,2011,"Jones
Arthur Jones ",DT,"$450,000","$44,500",-,-,-,-,-,-,"$494,500 ",0.42
baltimore-ravens,2011,"Doss
Tandon Doss ",WR,"$375,000","$103,140",-,-,-,-,-,-,"$478,140 ",0.40
baltimore-ravens,2011,"Reed
David Reed ",WR,"$423,529","$44,633",-,-,-,-,-,-,"$468,162 ",0.39
baltimore-ravens,2011,"Brown
Colin Brown ",G,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.38
baltimore-ravens,2011,"Cook
Emanuel Cook ",DB,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.38
baltimore-ravens,2011,"Cox
Morgan Cox ",LS,"$450,000",-,-,-,-,-,-,-,"$450,000 ",0.38
baltimore-ravens,2011,"Harewood
Ramon Harewood ",G,"$405,000","$24,723",-,-,-,-,-,-,"$429,723 ",0.36
baltimore-ravens,2011,"Gorrer
Danny Gorrer ",DB,"$423,529",-,-,-,-,-,-,-,"$423,529 ",0.36
baltimore-ravens,2011,"Brown
Chykie Brown ",DB,"$375,000","$36,140",-,-,-,-,-,"($144,560)","$411,140 ",0.35
baltimore-ravens,2011,"McPhee
Pernell McPhee ",LB,"$375,000","$36,140",-,-,-,-,-,"($144,560)","$411,140 ",0.35
baltimore-ravens,2011,"Taylor
Tyrod Taylor ",QB,"$375,000","$26,327",-,-,-,-,-,"($105,308)","$401,327 ",0.34
baltimore-ravens,2011,"Allen
Anthony Allen ",RB,"$375,000","$12,625",-,-,-,-,-,-,"$387,625 ",0.33
baltimore-ravens,2011,"Williams
LaQuan Williams ",WR,"$375,000",$166,-,-,-,-,-,-,"$375,166 ",0.32
baltimore-ravens,2011,"Boren
Justin Boren ",G,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.32
baltimore-ravens,2011,"Bynes
Josh Bynes ",LB,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.32
baltimore-ravens,2011,"Kindle
Sergio Kindle ",LB,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.32
baltimore-ravens,2011,"McClellan
Albert McClellan ",LB,"$375,000",-,-,-,-,-,-,-,"$375,000 ",0.32
cleveland-browns,2011,"Thomas
Joe Thomas ",T,"$8,000,000","$2,260,000","$5,000,000","$600,000","$100,000",-,-,-,"$15,960,000 ",16.26
cleveland-browns,2011,"Steinbach
Eric Steinbach ",G,"$6,250,000","$1,666,667",-,-,-,-,-,-,"$8,516,667 ",8.67
cleveland-browns,2011,"Brown
Sheldon Brown ",DB,"$3,100,000","$1,666,667",-,-,-,-,-,-,"$4,866,667 ",4.96
cleveland-browns,2011,"Haden
Joe Haden ",DB,"$2,558,165","$2,000,000",-,"$106,562","$200,000",-,-,"($12,484,665)","$4,864,727 ",4.95
cleveland-browns,2011,"Jackson
D'Qwell Jackson ",LB,"$4,750,000",-,-,-,-,-,-,-,"$4,750,000 ",4.84
cleveland-browns,2011,"Watson
Benjamin Watson ",TE,"$2,420,000","$2,116,666",-,-,-,-,-,-,"$4,536,666 ",4.62
cleveland-browns,2011,"Patterson
Dimitri Patterson ",DB,"$685,000","$2,915,000",-,-,-,-,-,-,"$3,600,000 ",3.67
cleveland-browns,2011,"Fujita
Scott Fujita ",LB,"$2,400,000","$1,100,000",-,-,-,-,-,-,"$3,500,000 ",3.56
cleveland-browns,2011,"Dawson
Phil Dawson ",K,"$3,250,000",-,-,-,-,-,-,-,"$3,250,000 ",3.31
cleveland-browns,2011,"Moore
Evan Moore ",TE,"$2,550,000","$250,000",-,-,-,-,-,-,"$2,800,000 ",2.85
cleveland-browns,2011,"Pashos
Tony Pashos ",T,"$2,200,000","$500,000",-,-,"$100,000",-,-,-,"$2,800,000 ",2.85
cleveland-browns,2011,"Wallace
Seneca Wallace ",QB,"$1,950,000","$666,667",-,-,-,-,-,-,"$2,616,667 ",2.67
cleveland-browns,2011,"Cribbs
Joshua Cribbs ",WR,"$957,000","$1,100,000",-,-,"$100,000",-,"$250,000",-,"$2,407,000 ",2.45
cleveland-browns,2011,"Jackson
Brandon Jackson ",RB,"$1,750,000","$500,000",-,-,-,-,-,-,"$2,250,000 ",2.29
cleveland-browns,2011,"Gocong
Chris Gocong ",LB,"$1,700,000","$312,500",-,-,-,-,-,-,"$2,012,500 ",2.05
